from;to
50644;B Algemene Economie
50645;B Bedrijfskunde
50646;B Econometrie & Besliskunde
50647;B Economie en Management
50648;B International Economics and Business
50667;B Liberal Arts
50668;B Aarde, Economie en Duurzaamheid
50670;B Science, Business & Innovation
50700;B Rechtsgeleerdheid
50750;B Bedrijfseconomie
50751;B International Economics and Finance
50752;B Business Studies
50753;B Ondernemingsrecht
50754;B Organisatiewetenschappen
50755;B Personeelwetenschappen
50756;B Vrijetijdwetenschappen
50757;B Taalkunde en Interculturele Communicatie
50769;B Business Engineering
50800;B Medische Natuurwetenschappen
50855;B Russische Studies
50897;B Business Administration
50901;B Hebreeuwse Taal en Cultuur
50902;B Religiewetenschappen
50905;B Economie en Bedrijfskunde
50906;B Media en Cultuur
50910;B Theology and Religious Studies
50950;B Economie en Bedrijfseconomie
50951;B Economie en Informatica
50952;B International Business Administration
50974;B Human Geography and Planning
50975;B Industrial Design Engineering
50980;B Computational Social Science
50981;B Zorg, Gezondheid & Samenleving
50982;B Data Science and Society
54999;B Philosophy, Politics & Economics
55001;B Tourism (joint degree)
55002;B Liberal Arts and Sciences (joint degree)
55003;B Nanobiologie (joint degree)
55004;B Theologie (joint degree)
55007;B Klinische Technologie (joint degree)
55009;B Molecular Science and Technology (joint degree)
55010;B Life Science and Technology (joint degree)
55012;B Scheikunde (joint degree)
55013;B Natuur- en Sterrenkunde (joint degree)
55018;B Data Science (joint degree)
55822;B Media, Kunst, Design en Architectuur
55823;B Literatuur en Samenleving
55824;B Psychology & Technology
55825;B Molecular and Biophysical Life Sciences
56003;B Griekse en Latijnse Taal en Cultuur
56012;B Minorities & Multilingualism
56015;B Egyptische Taal en Cultuur
56016;B Arabische, Nieuwperzische en Turkse Talen en Culturen
56022;B Talen en Culturen van Indonesie
56034;B Geschiedenis
56035;B Talen en Culturen van India en Tibet
56040;B Arabische Taal en Cultuur
56041;B Islam en Arabisch
56051;B Europese Studies
56052;B Latijns-Amerikastudies
56055;B Nederlandkunde/Dutch Studies
56066;B Business Information Technology
56074;B Romaanse Talen en Culturen
56076;B Talen en Culturen van Indiaans Amerika
56081;B Filosofie
56091;B Keltische Talen en Cultuur
56098;B Midden-Oostenstudies
56099;B Zuid- en Zuidoost-Aziestudies
56100;B Godgeleerdheid
56104;B Godsdienstwetenschap
56105;B Humanistiek
56109;B Theologie
56110;B Godgeleerdheid (klassiek)
56114;B Religie en Levensbeschouwing
56120;B Islamstudies
56123;B Oude Nabije Oosten-studies
56124;B Europese Talen en Culturen
56157;B Farmacie
56194;B Spatial Planning and Design
56219;B Bos- en Natuurbeheer
56226;B Biomedische Technologie
56265;B Technische Innovatiewetenschappen
56277;B Technologie Management
56283;B Environmental Sciences
56286;B Life Science and Technology
56401;B Economie
56402;B Fiscale Economie
56411;B Actuariele Wetenschappen
56435;B Accountancy
56451;B Nederlands Recht
56461;B Recht en Bestuur
56469;B Criminologie
56475;B Global Law
56551;B Geneeskunde
56553;B Gezondheidswetenschappen
56560;B Tandheelkunde
56570;B Diergeneeskunde
56573;B Medische Informatiekunde
56601;B Sociologie
56604;B Psychologie
56606;B Politicologie
56607;B Pedagogische Wetenschappen
56613;B Onderwijskunde
56614;B Culturele Antropologie en Sociologie der Niet-Westerse Samenlevingen
56615;B Communicatiewetenschap
56619;B Sociaal-Culturele Wetenschappen
56620;B Sociale Geografie
56622;B Planologie
56627;B Bestuurskunde
56631;B Interdisciplinaire sociale wetenschap
56650;B Econometrics
56654;B Management, Society and Technology
56700;B Muziekwetenschap
56702;B Theaterwetenschap
56703;B Archeologie
56704;B Oudheidwetenschappen
56800;B Wetenschap van Godsdienst en Levensbeschouwing
56801;B Taal- en Cultuurstudies
56802;B Literatuurwetenschap
56803;B Taalwetenschap
56804;B Nederlandse Taal en Cultuur
56805;B Duitse Taal en Cultuur
56806;B Engelse Taal en Cultuur
56807;B Scandinavische Talen en Culturen
56808;B Franse Taal en Cultuur
56809;B Italiaanse Taal en Cultuur
56810;B Spaanse Taal en Cultuur
56811;B Portugese Taal en Cultuur
56812;B Roemeense Taal en Cultuur
56813;B Slavische Talen en Culturen
56814;B Nieuwgriekse Taal en Cultuur
56815;B Finoegrische Talen en Culturen
56816;B Latijnse Taal en Cultuur
56817;B Talen en Culturen van het Midden-Oosten
56818;B Chinastudies
56819;B Japanstudies
56820;B Koreastudies
56821;B African Studies
56823;B Algemene Cultuurwetenschappen
56824;B Kunstgeschiedenis
56825;B Archeologie en Prehistorie
56826;B Communicatie- en Informatiewetenschappen
56827;B Fiscaal Recht
56828;B Notarieel Recht
56829;B International and European Law
56831;B Agrotechnologie
56833;B Econometrie en Operationele Research
56834;B Bedrijfswetenschappen
56835;B Plantenwetenschappen
56836;B Bedrijfs- en Consumentenwetenschappen
56837;B Internationale Ontwikkelingsstudies
56838;B Sociale Geografie en Planologie
56839;B Milieu-maatschappijwetenschappen
56841;B Biotechnologie
56842;B Informatiekunde
56848;B Landschapsarchitectuur en ruimtelijke planning
56849;B Animal Sciences
56851;B Algemene Gezondheidswetenschappen
56856;B Business Analytics
56857;B Scheikunde
56860;B Biologie
56868;B Voeding en Gezondheid
56869;B Information Sciences
56943;B Chemistry
56944;B Molecular Life Sciences
56945;B Artificial Intelligence
56946;B Fysiotherapie
56947;B Geografie, Planologie en Milieu
56948;B Science
56949;B Telematica
56950;B Bewegingswetenschappen
56951;B Bouwkunde
56952;B Civiele Techniek
56953;B Electrical Engineering
56954;B Geodesie
56955;B Industrieel Ontwerpen
56956;B Luchtvaart- en Ruimtevaarttechniek
56957;B Maritieme Techniek
56959;B Technische Aardwetenschappen
56960;B Scheikundige Technologie
56962;B Technische Natuurkunde
56964;B Technische Informatica
56965;B Technische Wiskunde
56966;B Werktuigbouwkunde
56968;B Soil, Water, Atmosphere
56973;B Food Technology
56978;B Informatica
56980;B Wiskunde
56981;B Kunstmatige Intelligentie
56982;B Natuurwetenschap en Innovatiemanagement
56983;B Lifestyle Informatics
56984;B Natuur- en Sterrenkunde
56986;B Aardwetenschappen
56987;B Global Sustainability Science
56988;B Milieu-natuurwetenschappen
56989;B Farmaceutische Wetenschappen
56990;B Biomedische Wetenschappen
56991;B Moleculaire Wetenschappen
56994;B Technische Bedrijfskunde
56995;B Technische Bestuurskunde
57084;B Filosofie van een Bepaald Wetenschapsgebied
59300;B Biologische Productiewetenschappen
59301;B Installatietechnologie
59302;B Law in Europe
59303;B European Studies
59304;B Moleculaire Levenswetenschappen
59308;B Molecular Science and Technology
59312;B Politics, Psychology, Law and Economics
59316;B International Studies
59318;B Economics and Business Economics
59320;B Security Studies
59322;B Mathematics
59324;B Biomedical Sciences
59325;B Biology
59326;B Computing Science
59327;B Global Responsibility and Leadership
59328;B Urban Studies
59329;B Pedagogische Wetenschappen van Primair Onderwijs
59330;B Cognition, Language and Communication
59332;B Econometrie
59334;B Law in Society
59335;B Technical Computer Science
59336;B Applied Mathematics
59337;B Digital Society
59338;B Cognitive Science and Artificial Intelligence
59339;B Global Studies
59340;B Entrepreneurship and Business Innovation
59341;B Circular Engineering
60001;M Learning and Development in Organisations
60002;M European Studies on Society, Science and Technology
60003;M European Public Affairs
60004;M Fiscale advocatuur
60005;M Internationaal en europees belasting recht
60006;M Mental Health
60007;M Work, Health and Career
60008;M Health promotion and education
60009;M Health care studies
60010;M Health policy and management
60011;M Epidemiology
60012;M Economic and Financial Research (research)
60013;M Business Research (research)
60014;M Economic Studies
60015;M Leren en elektronische leeromgevingen
60016;M Cultuur-en Wetenschapsstudies
60017;M European Law School
60018;M Digital Business and Economics
60019;M International Business
60020;M Public Administration
60021;M Social Systems Evaluation and Survey Research (research)
60022;M Healthcare-management
60023;M Educational Science and Technology
60024;M Philosophy of Science, Technology and Society
60025;M Business Information Technology
60026;M Civil Engineering and Management
60027;M Mechatronics
60028;M Nanotechnology
60029;M Industrial Engineering and Management
60030;M Interaction Technology
60031;M Geo-informatics
60032;M Internet Science and Technology
60033;M Technical Medicine
60034;M Science Education
60035;M Social Science Education
60036;M Visual Arts, Media and Architecture (research)
60037;M Museumconservator
60038;M Phil Letterkunde (research)
60039;M Oudheidstudies (research)
60040;M ICT en Vertalen
60041;M Taal en Communicatie (research)
60042;M Philosophy of Management and Organizations
60043;M Christian Studies of Science & Society
60044;M Geo-environmental Sciences
60045;M Environment and Resource Management
60046;M Finance
60047;M Accounting and Control
60048;M Marketing
60049;M Social and Cultural Anthropology
60050;M Culture, Organization and Management
60051;M Onderzoek in Sociale Wetenschappen (research)
60052;M Beleid, Communicatie en Organisatie
60053;M Social Psychology: Regulation of Social Behaviour (research)
60054;M Bewegingswetenschappen
60055;M Information Management
60056;M Econometrics and Mathematical Economics
60057;M Business Analytics and Operations Research
60058;M Quantitative Finance and Actuarial Science
60059;M Accounting
60060;M Accountancy
60061;M Financial Management
60062;M Investment Analysis
60063;M Marketing Management
60064;M Marketing Analytics
60065;M Logistics and Operations Management
60066;M Strategic Management
60067;M International Economics and Finance
60068;M Nederlands Strafrecht in Europa
60069;M Law and Technology
60070;M Sociaal Recht en Sociale Politiek
60071;M Milieurecht
60072;M International Business Law
60073;M International and European Public Law
60074;M General Linguistics
60075;M Human Resource Studies
60076;M Psychologie en Geestelijke Gezondheid
60077;M Social Psychology
60078;M Leisure and Tourism Studies
60079;M Econometrics and Management Science
60080;M Research in Economic Theory (Tinbergen Master)
60081;M Zorgmanagement
60082;M Health Economics, Policy and Law
60083;M Health Services Research
60084;M Rechtsgeleerdheid
60085;M Bedrijfsrecht
60086;M Financieel Recht
60087;M Kunst- & cultuurwetenschappen
60088;M Maatschappijgeschiedenis
60089;M Media en Journalistiek
60090;M Accounting and Finance
60091;M Public Management and Policy
60092;M Strategy and Organization
60093;M Supply Chain Management
60094;M Business Process Management and IT
60095;M Psychological Research
60096;M Milieu, Beleid en Samenleving
60097;M Bedrijfsgerichte Informatica
60098;M Open Academie
60099;M Onderwijswetenschappen
60100;M Earth and Environment
60101;M Hydrology and Water Quality
60102;M Meteorology and Air Quality
60103;M Development and Rural Innovation
60104;M International Land- and Water Management
60105;M Plant Biotechnology
60106;M Bioinformatics
60107;M Climate Studies
60108;M Geo-information Science
60109;M Food Quality Management
60110;M Urban Environmental Management
60111;M Tourism, Society and Environment
60112;M Food Safety
60113;M Mediacultuur
60114;M Cultuurbeleid,-beheer en -behoud
60115;M Architectuurgeschiedenis (research)
60116;M Analysing Europe
60117;M Physical Activity and Health
60118;M Advanced nurse practicioner
60119;M Advanced paramedical practicioner
60120;M Health Sciences (research)
60121;M Cognitive and Clinical Neuroscience (research)
60122;M Master University College Maastricht
60123;M Multimedia
60124;M Databases
60125;M Data Science for Decision Making
60126;M Human cumputer interaction
60127;M Cultuurwetenschap (research)
60128;M Filosofie (research)
60129;M Historische Wetenschappen: Ideologie, Mentaliteit en Maatschappelijke Praktijk (research)
60130;M Pastorale Studies
60131;M Religiestudies
60132;M Social and Cultural Science: Comparative Research on Societies (research)
60133;M Archeologie (research)
60134;M Religious Studies (research)
60135;M Wereldgodsdiensten
60136;M Wereldgodsdiensten (research)
60137;M Middle Eastern Studies (research)
60138;M Boek en Digitale Media
60139;M Geschiedenis (research)
60140;M Film and Photographic Studies
60141;M Western and Asian Art History in Comparative Perspective (research)
60142;M Literature (research)
60143;M Talen en Culturen van Mesopotamie en Anatolie
60144;M Hebreeuwse en Aramese Talen en Culturen
60145;M Ruslandkunde
60146;M Vergelijkende Indo-Europese Taalwetenschap
60147;M Beschrijvende en vergelijkende taalwetenschap
60148;M Linguistics: Structure and Variation in the Languages of the World (research)
60149;M Afrikaanse Taalkunde
60150;M African Studies (research)
60151;M Asian Studies (research)
60152;M Latin American and Caribbean Studies (research)
60153;M Niet-westerse kunst en materiele cultuur
60154;M Rechten (research)
60155;M Public Administration: Institutional Change and Reform (research)
60156;M Cultural Anthropology and Development Sociology
60157;M Cultural Anthropology and Development Sociology (research)
60158;M Child and Educational Studies
60159;M Developmental Psychopathology in Education and Child Studies (research)
60160;M Political Science Research: Institutional Analysis (research)
60161;M Hebreeuwse Taal en Cultuur
60162;M Tinbergen Institute Master of Philosophy in Economics (research)
60163;M Communication Science (research)
60164;M Environmental Sciences
60165;M Notarieel Recht
60166;M Human Geography and Planning (research)
60167;M Theology (research)
60168;M International Laws
60169;M Recht en Arbeid
60170;M Globalisation and Law
60171;M Forensica, Criminologie en Rechtspleging
60172;M Ius Commune and Human Rights Research (research)
60173;M Linguistics: Neurolinguistics and Models of Grammar (research)
60174;M Latijns-Amerika Studies
60175;M Archaeology
60176;M Bedrijfscommunicatie
60177;M Econometrics
60178;M Offshore and Dredging Engineering
60179;M Engineering and Policy Analysis
60180;M Culturele Informatiewetenschap
60181;M Archiefwetenschap
60182;M Kunstwetenschappen (research)
60183;M Vertalen
60184;M Cultural Analysis (research)
60185;M Literary Studies (research)
60186;M Redacteur/Editor
60187;M Tekst en Communicatie
60188;M Nederlands als tweede Taal
60189;M Nederlandse Letterkunde (research)
60190;M Media en Cultuur
60191;M Journalistiek en Media
60192;M Preservation and Presentation of the Moving Image
60193;M Dramaturgie
60194;M Media Studies (research)
60195;M Religiewetenschappen (research)
60196;M Rhetoric, Argumentation and Philosophy (research)
60197;M Religiestudies (research)
60198;M Medische Antropologie en Sociologie
60199;M Science and Technology studies
60200;M Astronomy
60201;M Islamic studies
60202;M Physics
60203;M Political Science
60204;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Aardrijkskunde
60205;M ICT in Business and the Public Sector
60206;M Media Technology
60207;M Bio-Pharmaceutical Sciences
60208;M Behavioural Sciences
60209;M Christianity and Society
60210;M Gender, sexuality and culture
60211;M Contemporary Asian Studies
60212;M Child Development and Education (research)
60213;M Orthopedagogiek
60214;M Social Sciences (research)
60215;M European labor studies research
60216;M Gezondheidszorgpsychologie
60217;M Urban Studies (research)
60218;M International Development Studies (research)
60219;M Privaatrecht
60220;M Publiekrecht
60221;M Omgevingsrecht
60222;M Arbeidsrecht
60223;M Informatierecht
60224;M International and European Law
60225;M Life Sciences
60226;M Logic
60227;M Security and Network Engineering
60228;M Software Engineering
60229;M Information Studies
60230;M Astronomy and Astrophysics
60231;M Mathematics and Science Education
60232;M Mathematical Physics
60233;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Algemene Economie
60234;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Bedrijfseconomie
60235;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Biologie
60236;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Duits
60237;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Engels
60238;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Filosofie
60239;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Frans
60240;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Geschiedenis en Staatsinrichting
60241;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Grieks en Latijn
60242;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Kunstgeschiedenis
60243;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Maatschappijleer
60244;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Nederlands
60245;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Natuurkunde
60246;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Scheikunde
60247;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Spaans
60248;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Wiskunde
60249;M Geographical Information Management and Applications
60250;M Education
60251;M Comparitive asian studies research
60252;M Sustainable development
60253;M Anthropology and Development Studies
60254;M Theology
60255;M Information Sciences
60256;M International Management
60257;M Theologie
60258;M Taal- en Spraakpathologie
60260;M Psychologie
60261;M Theologie (Predikantschap)
60262;M Geestelijke Verzorging
60263;M Godsdienstonderwijs
60264;M Verdieping
60265;M Mens en Zorg
60266;M Behavioural Science (research)
60273;M Master of Science in Policing
60277;M Clinical Epidemiology (research)
60278;M Neuroscience (research)
60279;M Molecular Medicine (research)
60280;M Archaeology (research)
60281;M Algemene cultuurwetenschappen (research)
60282;M Fiscal economics
60283;M Cultureel Erfgoed
60284;M Europese Studies
60285;M Islam in de moderne wereld
60286;M Pto business administration
60287;M Ruimtelijke regie
60288;M Cognitive science (research)
60289;M Economie
60290;M English Language and Culture
60291;M Advanced Human Movement Sciences (research)
60292;M Vertalen
60293;M Biologische Wetenschappen
60294;M Pharmaceutical Sciences
60295;M Kunst en Visuele Cultuur in Historisch Perspectief (research)
60296;M Public Health
60297;M Geschiedenis na 1400 (research)
60298;M History: Societies and Institutions (research)
60299;M Computational Science
60300;M Computer Science
60301;M Language and Communication (research)
60302;M Statistics
60303;M Molecular Life Sciences
60304;M Clinical Molecular Sciences
60305;M Bio-electronics and Nanotechnology
60306;M Kennistechnologie
60307;M Econometrics and Operations Research
60308;M Communicatiestudies
60309;M Linguistics: the Study of the Language Faculty (research)
60310;M Philosophy (research)
60312;M Clinical Research (research)
60313;M Research Master in Business and Management (research)
60314;M Cardiovascular Biology and Medicine (research)
60315;M Research Master in Economics and Business (research)
60316;M Biology and Education
60317;M Chemistry and Education
60318;M Mathematics and Education
60319;M Physics and Education
60320;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Spaanse Taal en Cultuur
60321;M Financial Economics
60322;M Molecular Mechanisms of Disease (research)
60323;M Brain and Cognitive Sciences (research)
60325;M Philosophy: Rationality (research)
60326;M Letterkunde en Literatuurwetenschap: Nieuwe Filologie (research)
60328;M Public Policy and Human Development
60329;M International Development Studies
60330;M Computer Science Education
60331;M Embedded Systems
60332;M Social Research (research)
60333;M Institutions: Erasmus Research Master in Philosophy and Economics (research)
60334;M Management
60335;M Conservering en Restauratie van Cultureel Erfgoed
60336;M Justice and Safety & Security (research)
60337;M Construction Management and Engineering
60338;M Forensic Science
60339;M Chemical and Biochemical Engineering
60341;M Cultures of Arts, Science and Technology (research)
60343;M Mathematics Education
60344;M Medical Engineering
60345;M Chemistry Education
60346;M Physics Education
60347;M Industrial and Applied Mathematics
60348;M Applied Mathematics
60349;M Architecture, Urbanism and Building Sciences
60350;M Biochemical Engineering
60351;M Computer Engineering
60352;M Civil Engineering
60353;M Electrical Engineering
60354;M Integrated Product Design
60355;M Design for Interaction
60356;M Strategic Product Design
60357;M Media and Knowledge Engineering
60358;M Complex Systems Engineering and Management
60359;M Systems and Control
60360;M Applied Earth Sciences
60361;M Transport, Infrastructure and Logistics
60362;M Palaeoclimatology and Geo-ecosystems (research)
60363;M Nutrition and Metabolism: fundamental and clinical aspects (research)
60364;M Computing Science
60365;M Ecology and Evolution
60366;M Information Law (research)
60367;M Master of Science in Policing
60368;M Lifestyle and Chronic Disorders (research)
60369;M Public International Law (research)
60370;M Sociology of Culture, Media and the Arts (research)
60371;M Corporate Governance
60372;M International Business and Marketing Management
60373;M Early Modern Intellectual History (research)
60374;M Comparative Arts and Media Studies
60375;M Infection and Immunity (research)
60376;M Niederlande-Deutschland-Studien
60377;M European Studies (research)
60378;M Cultural Anthropology: Sociocultural Transformation (research)
60379;M Governance and Leadership in European Public Health
60380;M Social & Health Psychology (research)
60381;M Pedagogiek
60382;M Development and Socialisation in Childhood and Adolescence (research)
60383;M Psychology (research)
60384;M Methodology and Statistics for the Behavioural, Biomedical and Social Sciences (research)
60385;M Internationale economie en onderneming
60386;M Onderneming en Recht (research)
60387;M Economics and History
60388;M Economics of Competition and Regulation
60389;M Economics of Public Policy and Management
60390;M Economics (research)
60391;M Research in Public Administration and Organizational Science (research)
60392;M Summa
60393;M Research master in Law (research)
60394;M Social and Behavioural Sciences (research)
60395;M Psychology: Decision Making and Action Control in Self-Regulation of Human Behavior (research)
60396;M Education and Child Studies
60399;M Clinical and Psychosocial Epidemiology (research)
60400;M Zorg, Ethiek en Beleid
60401;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Zorg, Ethiek en Beleid
60402;M Religie in Samenleving en Cultuur
60403;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Religie in Samenleving en Cultuur
60404;M Christendom en Islam
60407;M International Management
60408;M Ondernemingsrecht
60409;M Finance & Investments
60410;M International MSc in Business Administration
60412;M European Private Law
60415;M Industrial Ecology
60416;M Management Publieke Sector
60417;M Crisis and Security Management
60418;M Forensische Criminologie
60419;M Criminaliteit en Rechtshandhaving
60420;M Pedagogische en Onderwijswetenschappen
60421;M Political Science and Public Administration (research)
60428;M Automotive Technology
60430;M Innovation Management
60431;M Human-technology Interaction
60432;M Business Information Systems
60434;M Architecture, Building and Planning
60435;M Electrical Engineering and Information Technology
60436;M Applied Physics
60437;M Chemical Engineering
60438;M Computer Science and Engineering
60439;M Mechanical Engineering
60441;M Industrial Design
60443;M Sustainable Energy Technology
60444;M Spatial, Transport and Environmental Economics
60445;M Global Supply Chain Management and Change
60446;M Bestuurs- en Organisatiewetenschap
60448;M International Public Management and Public Policy
60449;M Aansprakelijkheid en verzekering
60450;M Togamaster
60451;M Recht van de Gezondheidszorg
60452;M Commercial Law
60453;M Business Information Management
60454;M Chinese Economy & Business
60455;M Strategic Entrepreneurship
60456;M Global Business & Sustainability
60457;M Organisational Change & Consulting
60458;M Management of Innovation
60459;M International and European Tax Law
60460;M Healthcare Policy, Innovation and Management
60461;M Health Education and Promotion
60462;M Bewegingswetenschappen
60463;M Sports and Physical Activity Interventions
60464;M Human Decision Science
60465;M Globalisation and Development Studies
60466;M Human Geography
60467;M Finance
60468;M Executive Master of Police Management
60469;M Master Military Strategic Studies
60470;M International MSc in Business Administration
60471;M Transport and Supply Chain Management
60472;M Voice Technology
60473;M Curriculumontwikkeling voor Primair Onderwijs
60500;M European Union Studies
60501;M Theology
60502;M Interreligieuze spiritualiteitsstudies
60503;M Taal- en Spraaktechnologie
60504;M European Law
60505;M Geosciences of Basins and Lithosphere (research)
60506;M Cognitive Neuroscience (research)
60507;M Literatuurwetenschap (research)
60510;M Cognitive Neuropsychology (research)
60512;M Health Food Innovation Management
60513;M Clinical and Developmental Psychopathology (research)
60514;M Medicine
60515;M Vitality and Ageing
60516;M Gezondheidsrecht
60600;M Religion and Culture (research)
60601;M Geestelijke Verzorging
60602;M European Law
60603;M International Commercial Law
60604;M International Economic and Business Law
60605;M International Law and the Law of International Organizations
60606;M Rechtswetenschappelijk Onderzoek (research)
60607;M Ecology
60608;M Energy and Environmental Sciences
60609;M Marine Biology
60610;M Medical Biology
60611;M Medical Pharmaceutical Sciences
60612;M Molecular Biology and Biotechnology
60613;M Business Mathematics
60614;M Educatie en Communicatie in de Wiskunde en Natuurwetenschappen
60615;M Behavioural and Cognitive Neurosciences (research)
60616;M Biomolecular Sciences
60617;M Molecular Medicine and Innovative Treatment
60618;M Nanoscience
60619;M Evolutionary Biology
60620;M IT-recht
60621;M Biomedische Technologie
60622;M Algemene Taalwetenschap
60623;M American Studies
60624;M Euroculture
60625;M Griekse en Romeinse Studies
60626;M Humanitarian Action
60627;M Internationale Betrekkingen en Internationale Organisatie
60628;M Journalistiek
60629;M Kunsten, Cultuur en Media
60630;M Toegepaste Taalwetenschap
60631;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Duitse Taal en Cultuur
60632;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Engelse Taal en Cultuur
60633;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Franse Taal en Cultuur
60634;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Friese Taal en Cultuur
60635;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Geschiedenis
60636;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Griekse en Latijnse Taal en Cultuur
60637;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Nederlandse Taal en Cultuur
60638;M Classical, Medieval and Renaissance Studies (CMRS) : Text and Context in Premodern and Early Modern Times (research)
60639;M Art History and Archaeology: Material Culture Studies in Art, Architecture and Archaeology (research)
60640;M Literary and Cultural Studies:Literature and Performing Arts in Society (research)
60641;M Modern History and International Relations: Transformation and Acceptance (research)
60643;M Accountancy and Controlling
60644;M Business Administration
60645;M Human Resource Management
60646;M Econometrics, Operations Research and Actuarial Studies
60648;M International Economics and Business
60649;M International Business and Management
60650;M Management and Consultancy
60651;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Economie en Bedrijfswetenschappen
60652;M Economics and Business
60653;M Computational Cognitive Science
60654;M Behavioural and Social Sciences (research)
60655;M Philosophy: Knowledge and Knowledge Development (research)
60656;M Cultural Geography
60657;M Economic Geography
60658;M Population Studies
60659;M Real Estate Studies
60660;M Spatial Sciences (research)
60661;M Nederlandse Cultuur
60662;M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Filosofie en Educatie
60664;M Geschiedenis van politiek en cultuur
60665;M Journalistiek
60669;M Global Criminal Law
60671;M Algemene Taalwetenschap
60672;M Duitse Taal en Cultuur
60673;M Engelse Taal en Cultuur
60674;M Finoegrische Talen en Culturen
60675;M Friese Taal en Cultuur
60676;M Griekse en Latijnse Taal en Cultuur
60677;M Nederlandse Taal en Cultuur
60678;M Romaanse Talen en Culturen
60679;M Scandinavische Talen en Culturen
60680;M Slavische Talen en Culturen
60681;M Talen en Culturen van het Midden-Oosten
60682;M Sport Sciences
60683;M International Financial Management
60684;M Human Movement Sciences
60685;M Law and Politics of International Security
60686;M International Business Taxation
60687;M Fiscaal Recht
60688;M European Law in a Global Context
60700;M International and European Legal Studies
60701;M Kunstonderwijs en Communicatie
60702;M Culturele Antropologie (research)
60703;M Mathematische Wetenschappen
60704;M Neuroscience and Cognition
60705;M Natuurkunde en Meteorologie & Fysische Oceanografie
60706;M Chemische Wetenschappen
60707;M Biological Sciences
60708;M Educatie en Communicatie in de Betawetenschappen
60709;M Science and Innovation
60710;M Natuurwetenschappen en Bedrijf
60711;M History and Philosophy of Science
60712;M Conflict Studies and Human Rights
60713;M Communication Science
60714;M Antieke Cultuur
60715;M Kunstbeleid en -management
60716;M Theaterwetenschap
60717;M Dramaturgie
60718;M Nieuwe Media en Digitale Cultuur
60719;M Comparative Women's Studies
60720;M Linguistics (research)
60721;M Geschiedenis en Cultuur (research)
60722;M Historical and Comparative Studies of the Sciences and Humanities (research)
60723;M Wijsbegeerte (research)
60724;M Toegepaste Ethiek
60725;M Theologie en Kerk
60726;M Religie en Theologie
60727;M Economics and Geography
60728;M Stadsgeografie
60730;M Europese regionale studies
60731;M Development Studies
60732;M Geographical Sciences
60733;M Scientific Computing
60734;M Internationale betrekkingen
60735;M Politieke wetenschap
60736;M Middeleeuwse studies
60737;M Renaissance Studies
60738;M Islam en de europese context
60739;M Cultureel Erfgoed
60740;M Educatie en Communicatie in de Taal en cultuurwetenschappen
60741;M Onderneming en recht
60742;M Law and Economics
60743;M Recht, bestuur en management
60744;M Legal Research (research)
60745;M Culturele Antropologie
60746;M Interdisciplinaire sociale wetenschap
60747;M Mens- en Maatschappijonderwijs en Communicatie
60748;M Sociology and Social Research (research)
60749;M Educational Sciences: Learning in Interaction (research)
60753;M Recht en Management
60754;M Organization Studies
60757;M Taalkunde en interculturele communicatie
60758;M Art History of the Low Countries in its European Context (research)
60759;M Gender and Ethnicity (research)
60760;M History: Cities, States and Citizenship (research)
60761;M Literary Studies: Literature in the Modern Age (research)
60762;M Medieval Studies (research)
60763;M Musicology (research)
60764;M Nederlandse Literatuur (research)
60765;M Media and performance studies (research)
60766;M Area Studies: Asia and the Middle East (research)
60767;M Classics and Ancient Near Eastern Civilizations (research)
60768;M Study of Art and Literature (research)
60770;M Law & Society: Governance and Global Development
60800;M Biomedical Technology and Physics
60801;M Stochastics and Financial Mathematics
60802;M Computer Security
60803;M Management, Policy Analysis and Entrepreneurship in the Health and Life Sciences
60804;M Aquaculture and Marine Resource Management
60805;M Archeologie
60806;M Neurosciences (research)
60807;M Hydrology
