from;to
05196;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans
05197;Opleiding tot leraar voortgezet onderwijs van de tweede graad in geschiedenis
05198;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands
05199;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde
05200;Aardrijkskunde 3egr
05201;Opleiding tot leraar voortgezet onderwijs van de tweede graad in aardrijkskunde
05202;Opleiding tot leraar voortgezet onderwijs van de tweede graad in algemene economie
05203;Opleiding tot leraar voortgezet onderwijs van de tweede graad in bedrijfseconomie
05204;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek
05205;Opleiding tot leraar voortgezet onderwijs van de tweede graad in islamgodsdienst
05206;Hogere Kaderopleiding Pedagogiek
05220;Wiskunde 2egr 2vak
05221;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde
05222;Wiskunde/natuurkunde 2egr
05223;Aardrijkskunde 2egr 2vak
05224;Biologie 3egr
05225;3egr bouwkunde ii
05226;Duits 3egr
05227;Bedrijfseconomie 2egr
05228;Economische wetenschappen i (algemene economie)
05229;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Russisch
05230;Engels 2egr 2vak
05231;Engels 3egr
05232;Opleiding tot leraar voortgezet onderwijs van de tweede graad in electrotechniek v.b.o.
05233;3egr frans
05234;Godsdienst 3egr
05235;3egr gezondheidskunde
05236;Geschiedenis 3egr
05237;Handvaardigheid 3egr
05238;Huishoudkunde 3egr
05239;Maatschappijleer 3egr
05240;Scheikunde 2egr 2vak
05241;Opleiding tot leraar voortgezet onderwijs van de tweede graad in mechanische techniek
05242;Opleiding tot leraar voortgezet onderwijs van de tweede graad in motorvoertuigentechniek
05243;Natuurkunde 2egr 2vak
05244;Natuurkunde 3egr
05245;3egr nederlands
05246;3egr omgangskunde
05247;Scheikunde 3egr
05248;Tekenen 3egr
05249;Textiele werkvormen 3egr
05250;3egr werktuigbouwkunde ii
05251;Wiskunde 3egr
05252;3egr wiskunde/natuurkunde
05253;Opleiding leraar voortgezet onderwijs 2e graads bouwtechniek
05254;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek
05255;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans
05256;Opleiding tot leraar voortgezet onderwijs van de eerste graad in Turks
05257;Opleiding tot leraar voortgezet onderwijs van de eerste graad in Arabisch
05261;Opleiding tot leraar voortgezet onderwijs van de tweede graad in natuurkunde
05280;NLO economische wetenschappen
05281;Alg economie 2egr 2vak
05282;Bedrijfseconomie 2egr 2vak
05300;Biologie 2egr 2vak
05301;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie
05320;Tekenen 2egr 2vak
05322;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Tekenen
05340;Handvaardigheid 2egr 2vak
05342;Opleiding tot leraar voortgezet onderwijs van de tweede graad in handvaardigheid
05354;3e stuurman
05360;Textiele werkv 2egr 2vak
05362;Opleiding tot leraar voortgezet onderwijs van de tweede graad in textiele werkvormen
05380;Verz/huishoudk 2egr 2vak
05381;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verzorging/Huishoudkunde
05382;Opleiding tot leraar voortgezet onderwijs van de tweede graad in bouwkunde I en II
05383;Opleiding tot leraar voortgezet onderwijs van de tweede graad in bouwtechniek I en II
05384;Opleiding tot leraar voortgezet onderwijs van de tweede graad in electrotechniek I en II
05385;Opleiding tot leraar voortgezet onderwijs van de tweede graad in mechanische techniek I en II
05386;Opleiding tot leraar voortgezet onderwijs van de tweede graad in motorvoertuigentechniek I en II
05387;Opleiding tot leraar voortgezet onderwijs van de tweede graad in werktuigbouwkunde I en II
05388;Opleiding tot leraar voortgezet onderwijs van de tweede graad in gezondheidszorg en welzijn
05389;Opleiding tot leraar voortgezet onderwijs van de tweede graad in algemene bouwkunde
05390;Opleiding tot leraar voortgezet onderwijs van de tweede graad in algemene werktuigbouwkunde
05391;Opleiding tot leraar voortgezet onderwijs van de tweede graad in chemische laboratoriumtechniek
05392;Opleiding tot leraar voortgezet onderwijs van de tweede graad in commerciele economie
05393;Opleiding tot leraar voortgezet onderwijs van de tweede graad in electrotechniek
05394;Opleiding tot leraar voortgezet onderwijs van de tweede graad in personeel en arbeid
05395;Opleiding tot leraar voortgezet onderwijs van de tweede graad in biologische en medische laboratoriumtechniek
05396;Opleiding tot leraar voortgezet onderwijs van de tweede graad in gezondheidszorg
05400;Verz/gezondheidsk 2egr 2vak
05401;Opleiding tot leraar voortgezet onderwijs van de tweede graad in verzorging/gezondheidskunde
05410;Maatschappijleer 2egr 2vak
05411;Opleiding tot leraar voortgezet onderwijs van de tweede graad in maatschappijleer
05420;Omgangskunde 2egr 2vak
05421;Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde
05422;Opleiding tot leraar voortgezet onderwijs van de tweede graad in bouwkunde b.b.o/m.b.o
05423;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II
05424;Opleiding tot leraar voortgezet onderwijs van de tweede graad in bouwtechniek b.b.o/m.b.o.
05425;Opleiding tot leraar voortgezet onderwijs van de tweede graad in consumptieve techniek v.b.o
05426;Opleiding tot leraar voortgezet onderwijs van de tweede graad in elekrotechniek b.b.o/m.b.o.
05428;Opleiding tot leraar voortgezet onderwijs van de tweede graad in mechanische techniek bbo/mbo
05430;Opleiding tot leraar voortgezet onderwijs van de tweede graad in motorvoertuigentechniek bbo/mbo
05434;Opleiding tot leraar voortgezet onderwijs van de tweede graad in werktuigbouwkunde bbo/mbo
05440;Godsdienst 2egr 2vak
05441;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst
05442;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Installatie Techniek I en II
05450;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het v.b.o.) in bouwtechniek
05451;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het v.b.o.) in consumptieve techniek
05452;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het v.b.o.) in elektrotechniek
05453;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het v.b.o.) in grafische techniek
05454;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het v.b.o.) in installatietechniek
05455;Opleiding tot leraar voortgezet onderwijs van de tweede graad in mechanische techniek v.b.o.
05456;Opleiding tot leraar voortgezet onderwijs van de tweede graad in motorvoertuigentechniek vbo
05457;3egr ns wiskunde-natuurkunde
05458;3egr ns wiskunde
05460;2egr ns bouwkunde i/ii mbo
05461;Opleiding tot leraar voortgezet onderwijs van de tweede graad in bouwkunde m.b.o.
05463;Opleiding tot leraar voortgezet onderwijs van de tweede graad in electrotechniek m.b.o.
05464;Opleiding tot leraar voortgezet onderwijs van de tweede graad in grafische techniek m.b.o.
05465;Opleiding tot leraar voortgezet onderwijs van de tweede graad in installatietechniek I en II
05466;Opleiding tot leraar voortgezet onderwijs van de tweede graad in mechanische techniek m.b.o.
05467;Opleiding tot leraar voortgezet onderwijs van de tweede graad in motorvoertuigentechniek mbo
05468;2egr ns werktuigbouwkunde i/ii mbo
05470;3egr os bouwkunde-bouwtechniek
05471;3egr os bouwkunde-natuurkunde
05472;3egr os bouwkunde-wiskunde
05473;Opleiding tot leraar voortgezet onderwijs van de tweede graad in bouwkunde I en II
05474;Opleiding tot leraar voortgezet onderwijs van de tweede graad in bouwtechniek I en II
05475;2egr ns chemische laboratorium techniek mbo
05476;2egr ns consumptieve techniek
05477;3egr os consumptieve techniek i/ii
05478;3egr os electrotechniek-natuurkunde
05479;3egr os electrotechniek-praktijk electrotechniek
05480;3egr os electrotechniek-wiskunde
05481;3egr os grafische techniek i/ii
05482;Opleiding tot leraar voortgezet onderwijs van de tweede graad in elektrotechniek I en II
05483;2egr ns medisch biologische laboratorium techniek mbo
05484;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Grafische Techniek I en II
05485;3egr os werktuigbouwkunde-installatietechniek
05486;3egr os werktuigbouwkunde-mechanische techniek
05487;3egr os werktuigbouwkunde-motorvoertuigentechniek
05488;3egr os werktuigbouwkunde-natuurkunde
05489;3egr os werktuigbouwkunde-wiskunde
05490;3egr os wiskunde-natuurkunde
05491;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het b.b.o.) in bankwerken en machinaal verspanen
05492;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het b.b.o.) in constructie en apparatenbouw
05493;2egr ns weg-waterbouwkunde
05494;2egr ns natuurkunde
05495;2egr ns wiskunde
05496;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het b.b.o.) in energietechniek
05497;Pedagogisch-didactisch diploma
05498;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het b.b.o) in installatietechniek
05499;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het b.b.o.) in koken en serveren
05500;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het b.b.o.) in motorvoertuigen herstellen
05501;Opleiding tot leraar voortgezet onderwijs van de tweede graad (ten behoeve van het b.b.o.) in metselen/stucadoren/tegelzetten
05502;Opleiding tot leraar voortgezet onderwijs van de tweede graad in timmeren + machinaal houtbewerken
05503;Opleiding tot leraar voortgezet onderwijs van de tweede graad in schilderen b.b.o/m.b.o.
05504;2 jarige hbo-cursus (21 kleine leerstofgebieden) bbo dt
05508;Opleiding tot leraar voortgezet onderwijs van de tweede graad in mechanische techniek I en II
05509;Opleiding tot leraar voortgezet onderwijs van de tweede graad in motorvoertuigentechniek I en II
05510;Opleiding tot leraar voortgezet onderwijs van de tweede graad in werktuigbouwkunde I en II
05511;Opleiding tot leraar voortgezet onderwijs van de tweede graad in consumptieve techniek I en II
05512;Opleiding tot leraar voortgezet onderwijs van de tweede graad in beeldende vorming
05513;Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mens en Maatschappij
05518;Opleiding tot leraar voortgezet onderwijs van de eerste graad in Natuurkunde
05519;Opleiding tot leraar voortgezet onderwijs van de eerste graad in Scheikunde
06001;Algemene taalwetenschap
06002;Algemene literatuurwetenschap
06003;Griekse en Latijnse taal en cultuur
06004;Nederlandse taal- en letterkunde
06006;Franse taal- en letterkunde
06007;Italiaanse taal- en letterkunde
06008;Spaanse taal- en letterkunde
06009;Portugese taal- en letterkunde
06010;Duitse taal- en letterkunde
06011;Engelse taal- en letterkunde
06012;Friese taal- en letterkunde
06013;Scandinavische talen en letterkunde
06014;Slavische talen en letterkunde
06015;Egyptische taal en cultuur
06016;Arabische, Nieuwperzische en Turkse talen en culturen
06020;Oudgermaanse taal- en letterkunde
06021;Roemeense taal- en letterkunde
06022;Talen en culturen van zuidoost-azie en oceanie
06025;Chin./jap. taal en cultuur
06028;Afrikaanse taalkunde
06031;Finoegrische talen en letterkunde
06034;Geschiedenis
06035;Talen en culturen van India en Tibet
06040;Semitische talen en culturen
06047;Vergelijkende indo-europese taalwetenschap
06048;Vergelijkende taalwetenschap van andere taalfamilies
06049;Letteren
06050;Nieuwgriekse taal- en letterkunde
06051;Europese studies
06052;Talen en culturen Latijns-Amerika/Spaans
06053;Vrije. studierichting toegepaste taalwetenschap vua
06054;Vrije studierichting algemene letteren
06055;Dutch studies
06056;Amerikanistiek
06057;Toegepaste taalkunde
06058;Spraak- en taalpathologie
06059;Lexicologie
06061;Vertaalwetenschap
06062;Taal- en cultuurstudies
06064;Algemene letteren
06065;Fonetiek
06066;Bedrijfsinformatietechnologie
06067;Mediaevistiek
06068;Ruslandkunde
06069;Mediterrane studies
06070;Algemene en vergelijkende romanistiek
06071;Toegepaste taalwetenschap
06072;Midden-Oosten studies
06073;Vergelijkende kunstwetenschap: woord en beeld
06074;Romaanse Talen en Culturen
06075;Afrikanistiek
06076;Talen en culturen van Indiaans Amerika
06077;Helleense studies
06079;Duitslandstudies
06081;Wijsbegeerte
06082;Bovenbouw studierichting wijsbegeerte
06083;Vrije studierichting wijsbegeerte
06084;Duits/Russisch
06086;Beleid en Bestuur in Internationale Organisaties
06087;Oosteuropese studies
06088;Wijsbegeerte op basis van een niet wijsgerige propedeuse
06089;Taal, informatie en communicatie
06091;Keltische talen en cultuur
06093;Oost-Europees Juridische Opleiding
06100;Godgeleerdheid
06102;Levensbeschouwingen
06104;Godsdienstwetenschap
06105;Humanistiek
06106;Religiestudies
06107;Algemene opleiding godgeleerdheid
06108;Sociaal-wetenschappelijke studie van de godsdienst
06109;Theologie
06110;Godgeleerdheid (klassiek)
06111;Kerkelijke opleiding
06112;Str godgeleerdheid gecombineerd met kerkelijke opleiding
06113;Godgeleerdheid (niet klassiek)
06114;Religie- en levensbeschouwing
06117;Theologie (algemeen)
06146;Computational science
06149;Medische wetenschappen
06151;Wiskunde
06152;Technische Wiskunde
06153;Technische mechanica
06154;Sterrenkunde
06155;Natuurkunde
06156;Scheikunde
06157;Farmacie
06159;Geologie
06160;Geofysica
06161;Biologie
06162;Farmacochemie
06163;Bio-farmaceutische wetenschappen
06164;Wiskunde en informatica
06165;Meteorologie en fysische oceanografie
06166;Biomedische wetenschappen
06167;Bedrijfswiskunde en informatica
06168;Ruimtelijke wetenschappen
06169;Vrije studierichting wis- en natuurkunde
06171;Fysische geografie
06172;Pre- en protohistorie
06173;Vrije studierichting geologie en prehistorie
06174;Vrije studierichting pre- en protohistorie
06175;Vrije studierichting sociale geografie
06176;Bedrijfsgerichte informatica
06177;Geochemie
06178;Milieukunde
06179;Wetenschapsdynamica
06181;Informatica
06182;Beleidsgerichte milieukunde
06183;Natuurwetenschappelijke Milieukunde
06184;Milieuwetenschappen/scheikunde
06185;Technisch gerichte informatica
06186;Cultuur- en mentaliteitsgeschiedenis
06187;Ontwikkelingsstudies
06188;Bedrijfseconometrie
06189;Bedrijfsinformatica
06191;Biologie
06192;Bioprocestechnologie
06193;Fundamentele biomedische wetenschappen
06194;Technische planologie
06195;Technische informatica
06196;Milieuwetenschappen/natuurkunde
06197;Milieuwetenschappen/aardwetenschappen
06198;Landgebruikopleidingen l10 l20 l30 l50 l60
06200;N-propedeuse (natuurkunde)
06202;Landbouwplantenteelt
06203;Tropische plantenteelt
06204;Tuinbouw
06205;Plantenveredeling
06206;Planteziektekunde
06207;Bosbouw
06208;Milieuwetenschappen/biologie
06209;Agrosysteemkunde
06210;Zootechniek
06211;Tropisch landgebruik
06212;Landinrichtingswetenschappen
06213;Plantenveredeling en gewasbescherming
06214;Voeding en toxicologie
06215;Milieuwetenschappen
06218;Plantenteeltwetenschappen
06219;Bos- en natuurbeheer
06221;Cultuurtechniek
06222;Tropische cultuurtechniek
06223;Landbouwtechniek
06224;Bodem, water en atmosfeer
06225;Onwikkelings- en tropische studies (prop)
06226;Biomedische Technologie
06231;Levensmiddelentechnologie
06232;Voeding en Gezondheid
06233;Milieuhygiene
06234;Moleculaire wetenschappen
06235;Technische bestuurskunde
06236;Milieubiologie
06240;NM-propedeuse (natuur-maatschappijwetenschappelijk)
06242;Landschapsarchitectuur
06244;Agrarische sociologie niet-westerse gebieden
06245;Agrarische sociologie van de niet-westerse gebieden
06246;Teeltkundige en technologische richting
06247;Plantenteeltkundige opleidingen t1
06248;Chemische en technologische opleidingen t3
06252;Civiele Techniek
06253;Geodesie
06254;Bouwkunde
06255;Werktuigbouwkunde
06256;Elektrotechniek
06257;Scheikundige Technologie
06258;Mijnbouwkunde en Petroleumwinning
06259;Scheepsbouw en scheepvaartkunde
06260;Luchtvaart- en Ruimtevaarttechniek
06261;Metaalkunde
06262;Industrieel Ontwerpen
06263;Technische Natuurkunde
06264;Materiaalkunde
06265;Techniek en maatschappij
06268;Informatietechniek
06269;Werktuigkundige medische technologie
06270;Technische natuurkunde
06271;Technische scheikunde
06272;Milieutechnologie
06274;Maritieme Techniek
06275;Bedrijfsinformatiesystemen
06276;Installatietechniek
06277;Technische bedrijfswetenschappen
06280;Wijsbegeerte van wetenschap, technologie en samenleving
06281;Technische Informatica
06283;Milieukunde
06285;Business Administration
06286;Life Science and Technology
06401;Economie
06402;Fiscale economie
06403;Econometrie
06404;Accountancy
06405;Exp. studierichting bestuurl. informatiekunde
06406;Bestuurlijke informatiekunde
06407;Recht en economie in bedrijf en maatschappij
06408;Sociale en institutionele economie
06409;Vrije studierichting economische wetenschappen
06411;Actuariele wetenschappen
06412;Operationele research en management
06413;Japankunde
06414;Sociologisch-economische opleiding
06415;Bedrijfskunde van de financiele sector
06416;Arbeidskunde
06417;Oost-europakunde
06418;Japanse en koreaanse talen en culturen
06419;Chinese taal en cultuur
06420;Bedrijfskunde
06421;Kennistechnologie
06422;Economische geografie en internationale economie
06423;Civiele technologie en management
06424;Communicatiekunde
06425;Bedrijfswetenschappen
06426;Beleidsgerichte economie
06427;Bestuurs- en organisatiewetenschap
06428;Kunst- en Cultuurwetenschappen
06429;Internationaal recht
06430;Technische Bedrijfskunde
06431;Bedrijfseconomie
06432;Algemene economie
06433;Bestuurskunde
06435;Accountancy
06439;Rechtsgeleerdheid
06445;Agrarische economie
06446;Huishoud- en consumentenwetenschappen
06448;Economie van landbouw en milieu
06449;Maatschappijwetenschappelijke richtingen (prop.)
06451;Nederlands recht
06452;Notariele opleiding
06453;Fiscaal-juridische opleiding
06455;Antilliaans recht
06457;Vrije studierichting rechtsgeleerdheid
06460;Internationaal-juridische opleiding
06461;Juridische bestuurswetenschappelijke opleiding
06462;Juridisch politiek-wetenschappelijke opleiding
06464;Nederlands recht, internationale/europeesrechtelijke opleiding
06465;Civielrechtelijke opleiding
06466;Staats- en bestuursrechtelijke opleiding
06467;Strafrechtelijke opleiding
06468;Recht, beleid en management
06469;Criminologie
06470;European law school
06471;Europees-juridische opleiding
06548;Technische farmacie
06549;Milieugezondheidkunde
06551;Geneeskunde
06553;Gezondheidswetenschappen
06554;Beleid en management gezondheidszorg
06555;Biomedische gezondheidswetenschappen
06556;Biomedische wetenschappen
06557;Medische biologie
06559;Bewegingswetenschappen
06560;Tandheelkunde
06562;Gezondheidswetenschappen
06563;Verplegingswetenschappen
06564;Medische biologie
06565;Biologische gezondheidskunde
06566;Geestelijke gezondheidskunde
06567;Natuurwetenschappen
06568;Japanse taal en cultuur
06569;Vrije studierichting gezondheidswetensch.
06570;Diergeneeskunde
06572;Vrije studierichting diergeneeskunde
06573;Medische informatiekunde
06574;Koreaanse taal en cultuur
06580;Vrije studierichting geneeskunde
06601;Sociologie
06604;Psychologie
06606;Politicologie
06607;Pedagogische wetenschappen
06608;Andragogische wetenschappen
06611;Maatschappijgeschiedenis
06612;Toegepaste onderwijskunde
06613;Onderwijskunde
06614;Culturele antropologie en sociologie der Niet-Westerse samenlevingen
06615;Communicatiewetenschap
06617;Cognitiewetenschap
06618;Cognitieve kunstmatige intelligentie
06619;Sociaal-culturele wetenschappen
06620;Sociale geografie
06622;Planologie
06623;Exp. studierichting welzijnsvraagstukken
06626;Personeelwetenschappen
06627;Bestuurskunde
06628;Cultuurwetenschappen
06629;Beleidswetenschappen
06630;Arbeid en sociale zekerheid
06631;Algemene sociale wetenschappen
06632;Beleids- en organisatiewetenschappen
06633;Vrijetijdwetenschappen
06634;Onderwijswetenschappen
06636;Demografie
06637;Sociale wetenschappen
06638;Boek- en informatiewetenschap
06639;Sociaal-wetenschappelijke informatica
06641;Rurale ontwikkelingsstudies
06642;Statistiek
06643;Kunstmatige intelligentie
06645;Economische en historische studies
06646;Technische cognitiewetenschap
06647;Bedrijfs-en industriele statistiek
06648;Toegepaste communicatiewetenschap
06699;Film- en televisiewetenschap
06700;Muziekwetenschap
06701;Film- en opvoeringskunsten
06702;Theater-, Film- en Televisiewetenschap
06703;Archeologie
06704;Oudheidkunde
06705;Vrije studierichting koreaanse taal & literatuur
06706;Islamkunde
06707;Cultuur- en Wetenschapsstudies
06708;Culturele studies
06709;Latijnse taal- en letterkunde
06710;Kunstgeschiedenis en archeologie
06711;Exp. studierichting alpha-informatica
06713;Vrije studier. taal, spraak en informatie
06717;Exp. studierichting archeologie
06718;Taal, spraak en informatica
06719;Bedrijfscommunicatie letteren
06720;Alfa-informatica
06721;Islamologie
06722;Alpha-informatica
06800;Wetenschap van Godsdienst en Levensbeschouwing
06801;Taal- en cultuurstudies
06802;Literatuurwetenschap
06803;Taalwetenschap
06804;Nederlandse Taal en Cultuur
06805;Duitse Taal en Cultuur
06806;Engelse Taal en Cultuur
06807;Scandinavische Talen en Culturen
06808;Franse Taal en Cultuur
06809;Italiaanse Taal en Cultuur
06810;Spaanse Taal en Cultuur
06811;Portugese Taal en Cultuur
06812;Roemeense Taal en Cultuur
06813;Slavische Talen en Culturen
06814;Nieuwgriekse Taal en Cultuur
06815;Finoegrische Talen en Culturen
06816;Latijnse Taal en Cultuur
06817;Talen en Culturen van het Nabije en Midden-Oosten
06818;Talen en Culturen van China
06819;Talen en Culturen van Japan
06820;Talen en Culturen van Korea
06821;Talen en Culturen van Afrika
06822;Informatica en Economie
06823;Algemene Cultuurwetenschappen
06824;Kunstgeschiedenis
06825;Archeologie en Prehistorie
06826;Communicatie- en informatiewetenschappen
06827;Fiscaal recht
06828;Notarieel recht
06829;Internationaal en Europees recht
06831;Technologie en Milieumanagement
06832;Domeingerichte economie
06833;Econometrie en operationele research
06834;Bedrijfswetenschappen
06835;Plant- en Gewaswetenschappen
06836;Bedrijfs- en Consumentenwetenschappen
06837;Internationale Ontwikkelingsstudies
06838;Sociale Geografie en Planologie
06839;Milieu-maatschappijwetenschappen
06840;Wiskunde
06841;Biotechnologie
06842;Informatiekunde
06843;Algemene Natuurwetenschappen
06844;Natuurkunde
06846;Milieu-natuurwetenschappen
06848;Landinrichting
06849;Dierwetenschappen
06850;Milieu-technische Wetenschappen
06851;Algemene Gezondheidswetenschappen
06852;Socio-medische Wetenschappen
06853;Psychologie vanuit biologisch en cognitivistisch perspectief
06854;Milieu-gezondheidswetenschappen
06856;Bedrijfswiskunde en Informatica
06857;Scheikunde
06858;Fysische Geografie
06859;Geologie
06860;Biologie
06861;Milieuwetenschappen/Aardwetenschappen
06862;Milieuwetenschappen/Biologie
06863;Milieuwetenschappen/Scheikunde
06864;Farmacochemie
06865;Medische Biologie
06866;Wiskunde en Informatica
06867;Technische gerichte Informatica
06868;Voeding en Gezondheid
06870;Natuurwetenschappen
06871;Natuurwetenschappelijke Milieukunde
06872;Sterrenkunde
06873;Bio-farmaceutische Wetenschap
06874;Statistiek
06876;Technische Farmacie
06877;Computational Science
06878;Meteorologie en Fysische Oceanografie
06879;Geochemie
06880;Geofysica
06881;Milieubiologie
06882;Fundamentele Biomedische Wetenschappen
06883;Bedrijfs- en Industriele Statistiek
06949;Telematica
06950;Bewegingswetenschappen
06951;Bouwkunde
06952;Civiele Techniek
06953;Elektrotechniek
06954;Geodesie
06955;Industrieel Ontwerpen
06956;Luchtvaart- en Ruimtevaarttechniek
06957;Maritieme Techniek
06958;Technische Materiaalwetenschappen
06959;Technische Aardwetenschappen
06960;Scheikundige Technologie
06961;Technische Mechanica
06962;Technische Natuurkunde
06963;Technische Scheikunde
06964;Technische Informatica
06965;Technische Wiskunde
06966;Werktuigbouwkunde
06967;Bioprocestechnologie
06968;Bodem, Water en Atmosfeer
06969;Bosbouw
06970;Landbouwplantenteelt
06971;Landbouwtechnische Wetenschappen
06972;Landinrichtingswetenschappen
06973;Levensmiddelentechnologie
06974;Milieuhygiene
06975;Tropisch Landgebruik
06976;Tuinbouw
06977;Zootechniek
06978;Informatica
06979;Informatietechnologie
06980;Wiskunde
06981;Kunstmatige Intelligentie
06982;Algemene Natuurwetenschappen
06984;Natuur- en Sterrenkunde
06986;Aardwetenschappen
06988;Milieu-Natuurwetenschappen
06989;Farmaceutische Wetenschappen
06990;Biomedische Wetenschappen
06991;Moleculaire Wetenschappen
06992;Techniek en Maatschappij
06993;Civiele Techniek
06994;Technische Bedrijfskunde
06995;Technische Bestuurskunde
07003;L.O. griekse en latijnse taal en cultuur (oude stijl)
07004;L.O. nederlandse taal- en letterkunde (oude stijl)
07006;L.O. franse taal- en letterkunde (oude stijl)
07008;L.O. spaanse taal- en letterkunde (oude stijl)
07010;L.O. duitse taal- en letterkunde (oude stijl)
07011;L.O. engelse taal- en letterkunde (oude stijl)
07012;L.O. friese taal- en letterkunde (oude stijl)
07034;L.O. geschiedenis (oude stijl)
07062;Onz. opl. taal- en literatuurwetenschap
07081;L.O. wijsbegeerte (oude stijl)
07084;Wijsbegeerte van een Bepaald Wetenschapsgebied
07151;L.O. wiskunde (oude stijl)
07155;L.O. natuurkunde (oude stijl)
07156;L.O. scheikunde (oude stijl)
07157;Apotheker
07161;L.O. biologie (oude stijl)
07181;L.O. informatica
07401;L.O. economie (oude stijl)
07404;ULO accountancy
07451;L.O. nederlands recht
07551;Arts
07553;Onz. opl. gezondheidswetenschap
07560;Tandarts
07570;Dierenarts
07581;ULO logopedie
07582;ULO dietetiek
07583;ULO verpleegkunde
07584;ULO fysiotherapie
07585;ULO ergotherapie
07601;ULO sociologie
07604;L.O. psychologie
07606;L.O. politicologie
07607;L.O. pedagogische wetenschappen
07608;L.O. andragogische wetenschappen
07613;L.O. onderwijskunde
07614;L.O. culturele antropologie
07615;L.O. communicatiewetenschap
07616;Onz. opl. maatschappijgeschiedenis
07617;ULO maatschappijgeschiedenis
07618;L.O. maatschappijleer (oude stijl)
07620;L.O. sociale geografie (oude stijl)
07710;L.O. kunstgeschiedenis en archeologie (oude stijl)
07720;L.O. sociale geografie (oude stijl)
08000;Eerstegraads lerarenopleiding Arabisch
08001;Turks
08003;Grieks en Latijn
08004;Nederlands
08006;Frans
08007;Italiaans
08008;Spaans
08009;Kennis van Godsdienst en Levensbeschouwing
08010;Duits
08011;Engels
08012;Fries
08014;Russisch
08034;Geschiedenis en staatsinrichting
08040;Hebreeuws
08041;Lerarenopleiding Latijn en klassieke en culturele vorming
08074;Bijbelkennis en cultuurgeschiedenis van het christendom
08075;Godsdienst / Levensbeschouwing
08081;Filosofie
08100;Godgeleerdheid
08151;Wiskunde
08154;Sterrenkunde
08155;Natuurkunde
08156;Scheikunde
08161;Biologie
08176;Aardrijkskunde
08401;Algemene economie
08402;Fiscale economie
08403;Bedrijfseconomie
08618;Maatschappijleer
08620;Sociale geografie
08700;Muziek
08710;Kunstgeschiedenis
08800;L.O.algemene economie, in-service
08801;L.O.bedrijfseconomie, in-service
08802;Technische natuurkunde
08803;Technische scheikunde
08804;L.O.wiskunde, in-service
09000;Economisch-juridische opleiding (coop)
09001;Opleiding tot verpleegkundige
09002;Belastingen
09003;Bestuurskunde
09004;Hoger hotelonderwijs
09005;Vrije studierichting economie (coop)
09006;Bedrijfskundige informatica
09007;Chemische laboratoriumopleiding
09008;Medische laboratoriumopleiding
09009;Laboratoriuminformatica en automatisering
09010;Analytische proces- en lab.instrumentatie
09011;Facilitaire dienstverlening co-op
09012;Maatschappelijk werk en dienstverlening
09013;Sociaal pedagogische hulpverlening
09014;Accountancy
09015;Personeel & arbeid
09016;Bedrijfseconomie
09017;Commerciele economie
09018;Hoger distributieonderwijs
09019;Communicatie
09020;Economisch linguistisch
09021;Milieukunde
09022;Coop journalistiek
09023;Opl. voor management, economie en recht
09024;Logistiek en economie
09100;Docent beeldende kunst en vormgeving
09101;Voortgezette Opleiding Typografie
09102;Voortgezette Opleiding Fashion
09103;Voortgezette opleiding choreografie
09104;Voortgezette Kunstopleiding Sonologie
09105;Voortgezette Kunstopleiding Opera
09106;Voortgezette Kunstopleiding Typografie en Media
09107;Voortgezette opleiding media design and communicatie
09108;Voortgezette Opleiding Danstherapie
09110;Autonome beeldende kunst
09111;Vormgeving
09112;Docent Muziek
09113;Voortgezette opleiding MFA Schilderkunst
09114;Voortgezette opleiding MFA Theatervormgeving/beeldregie
